Name	City	State	Enrollment	E/D Ratio	Earnings	Debt	SAT	Admission %
Bay de Noc Community College	Escanaba	MI	2468	2.27014755959137	21000	9250.5	NA	NA
Kaplan College-El Paso	El Paso	TX	836	2.26808800181447	20000	8818	NA	NA
Kaplan College-Brownsville	Brownsville	TX	415	2.26808800181447	20000	8818	NA	NA
Clarkson University	Potsdam	NY	2975	2.268	56700	25000	1158	0.7746
Le Cordon Bleu College of Culinary Arts-Pasadena	Pasadena	CA	2719	2.26666666666667	27200	12000	NA	NA
California State University-Channel Islands	Camarillo	CA	4009	2.26590048321797	34700	15314	959	0.5751
Saint Anthony College of Nursing	Rockford	IL	197	2.26460550090343	56400	24905	NA	NA
San Juan College	Farmington	NM	6229	2.26429101707498	24400	10776	NA	NA
Grand Rapids Community College	Grand Rapids	MI	16809	2.26426048671924	23400	10334.5	NA	NA
Colby College	Waterville	ME	1815	2.26285714285714	39600	17500	1337	0.2944
Towson University	Towson	MD	17288	2.26285714285714	39600	17500	1078	0.5422
Swarthmore College	Swarthmore	PA	1536	2.26274021118909	34500	15247	1435	0.1508
York County Community College	Wells	ME	1296	2.26178010471204	21600	9550	NA	NA
Southwestern Community College	Creston	IA	1135	2.25833333333333	27100	12000	NA	NA
Sunstate Academy	Fort Myers	FL	406	2.25777319055606	17500	7751	NA	NA
Northhaven Academy	North Haven	CT	220	2.25770365097122	22200	9833	NA	NA
Fairfield University	Fairfield	CT	3655	2.25652173913043	51900	23000	NA	0.7154
St Joseph School of Nursing	Nashua	NH	115	2.255	45100	20000	NA	0.4615
Davidson College	Davidson	NC	1750	2.25454545454545	40300	17875	1366	0.2538
Douglas J Aveda Institute	East Lansing	MI	298	2.2542460113227	21900	9715	NA	NA
Texas State Technical College-Marshall	Marshall	TX	479	2.25384615384615	29300	13000	NA	NA
Illinois Institute of Technology	Chicago	IL	2639	2.25339366515837	49800	22100	1245	0.635
Spokane Falls Community College	Spokane	WA	4723	2.25324987963409	23400	10385	NA	NA
Brio Academy of Cosmetology-Meriden	Meriden	CT	119	2.25306994127069	21100	9365	NA	NA
Bowling Green Technical College	Bowling Green	KY	3060	2.25265017667845	25500	11320	NA	NA
Concorde Career Colleges	Kansas City	MO	735	2.25263157894737	21400	9500	NA	1
Scioto County Career Technical Center	Lucasville	OH	436	2.25263157894737	21400	9500	NA	NA
Concorde Career Institute-San Antonio	San Antonio	TX	376	2.25263157894737	21400	9500	NA	1
Michigan College of Beauty-Monroe	Monroe	MI	116	2.25207427894113	11400	5062	NA	NA
Nashua Community College	Nashua	NH	1963	2.25190839694656	29500	13100	NA	NA
Wor-Wic Community College	Salisbury	MD	3657	2.25181224615701	21900	9725.5	NA	NA
Henderson Community College	Henderson	KY	1519	2.25170888620828	22400	9948	NA	NA
Northeastern Oklahoma A&M College	Miami	OK	2278	2.25123818099955	22500	9994.5	NA	NA
California State University-Chico	Chico	CA	14614	2.25044416661183	34200	15197	1039	0.6222
Ohlone Community College	Fremont	CA	8253	2.25024248302619	29000	12887.5	NA	NA
Long Island Beauty School-Hempstead	Hempstead	NY	178	2.24945926459986	15600	6935	NA	NA
Community College of Vermont	Montpelier	VT	5234	2.24776240846216	22100	9832	NA	NA
Hinds Community College	Raymond	MS	12376	2.24731182795699	20900	9300	NA	NA
Eastern Maine Community College	Bangor	ME	1837	2.24690945539592	26900	11972	NA	0.7787
Northern Oklahoma College	Tonkawa	OK	4623	2.24545454545455	24700	11000	NA	NA
University of California-Santa Barbara	Santa Barbara	CA	18617	2.24516129032258	34800	15500	1205	0.4547
Community College of Allegheny County	Pittsburgh	PA	19311	2.24347826086957	25800	11500	NA	NA
Cortiva Institute-Scottsdale	Scottsdale	AZ	107	2.23961730811046	20600	9198	NA	NA
Onondaga Community College	Syracuse	NY	8744	2.23904274124099	24700	11031.5	NA	NA
Community College of Beaver County	Monaca	PA	2399	2.23781998348472	27100	12110	NA	NA
Kirkwood Community College	Cedar Rapids	IA	14047	2.23648462416821	28400	12698.5	NA	NA
Colorado Mountain College	Glenwood Springs	CO	3375	2.23636363636364	24600	11000	NA	NA
Schenectady County Community College	Schenectady	NY	3816	2.23636363636364	24600	11000	NA	NA
University of Colorado Denver	Denver	CO	10375	2.23584384263679	44500	19903	1057	0.5976
Governors State University	University Park	IL	2900	2.23298275915245	36200	16211.5	NA	NA
Ayers Career College	Shreveport	LA	285	2.23157894736842	21200	9500	NA	NA
Florence-Darlington Technical College	Florence	SC	5907	2.23157894736842	21200	9500	NA	NA
Ohio Center for Broadcasting-Valley View	Valley View	OH	155	2.23157894736842	21200	9500	NA	NA
Ohio Center for Broadcasting-Colorado	Lakewood	CO	143	2.23157894736842	21200	9500	NA	NA
Chippewa Valley Technical College	Eau Claire	WI	5054	2.22817764165391	29100	13060	NA	NA
Marymount College	Rancho Palos Verdes	CA	919	2.22680412371134	27000	12125	NA	0.4467
Genesis Career College	Cookeville	TN	512	2.22643297015632	14100	6333	NA	NA
Brittany Beauty School	Levittown	NY	193	2.22589863137314	14800	6649	NA	NA
Brittany Beauty School	Bronx	NY	217	2.22589863137314	14800	6649	NA	NA
Bucknell University	Lewisburg	PA	3535	2.225	53400	24000	1307	0.2756
Union Institute & University	Cincinnati	OH	1101	2.224	41700	18750	NA	NA
Lincoln Technical Institute-Edison	Edison	NJ	992	2.22290514238885	21700	9762	NA	NA
Lincoln Technical Institute-Moorestown	Moorestown	NJ	919	2.22290514238885	21700	9762	NA	NA
Lincoln Technical Institute-Northeast Philadelphia	Philadelphia	PA	358	2.22290514238885	21700	9762	NA	NA
Lincoln Technical Institute-Center City Philadelphia	Philadelphia	PA	778	2.22290514238885	21700	9762	NA	NA
Lincoln Technical Institute-Paramus	Paramus	NJ	1012	2.22290514238885	21700	9762	NA	NA
University of Cosmetology Arts & Sciences-McAllen	McAllen	TX	404	2.22187204538292	14100	6346	NA	NA
University of Cosmetology Arts & Sciences-Harlingen	Harlingen	TX	123	2.22187204538292	14100	6346	NA	NA
Everest College-Colorado Springs	Colorado Springs	CO	498	2.22105263157895	21100	9500	NA	NA
Vance-Granville Community College	Henderson	NC	3377	2.22105263157895	21100	9500	NA	NA
Everest College-Seattle	Seattle	WA	265	2.22105263157895	21100	9500	NA	NA
Everest Institute-Tigard	Tigard	OR	365	2.22105263157895	21100	9500	NA	NA
Everest College-McLean	McLean	VA	423	2.22105263157895	21100	9500	NA	NA
Everest College-Fort Worth South	Ft Worth	TX	528	2.22105263157895	21100	9500	NA	NA
Pikes Peak Community College	Colorado Springs	CO	13084	2.21818181818182	24400	11000	NA	NA
State College of Florida-Manatee-Sarasota	Bradenton	FL	10182	2.21818181818182	24400	11000	NA	NA
Saint Paul College-A Community and Technical College	Saint Paul	MN	5886	2.21666666666667	26600	12000	NA	NA
Academy of Hair Technology	Greenville	SC	112	2.21538461538462	14400	6500	NA	NA
Lebanon County Area Vocational Technical School	Lebanon	PA	122	2.21504681950274	34300	15485	NA	NA
Good Samaritan College of Nursing & Health Science	Cincinnati	OH	313	2.215	44300	20000	989	0.8983
Southeast Community College Area	Lincoln	NE	9354	2.21432579016271	29600	13367.5	NA	NA
Peninsula College	Port Angeles	WA	1308	2.21304219533786	22500	10167	NA	NA
Midway Paris Beauty School	Ridgewood	NY	105	2.21302220549492	14700	6642.5	NA	NA
Dunwoody College of Technology	Minneapolis	MN	1054	2.21242618314896	39900	18034.5	NA	0.5078
University of Michigan-Ann Arbor	Ann Arbor	MI	27240	2.2093023255814	47500	21500	1343	0.406
Yeshiva University	New York	NY	2786	2.20821917808219	40300	18250	1213	0.6936
Northern Maine Community College	Presque Isle	ME	886	2.20689655172414	25600	11600	NA	0.5955
California State Polytechnic University-Pomona	Pomona	CA	19306	2.20606060606061	36400	16500	1086	0.4465
Community College of Philadelphia	Philadelphia	PA	18899	2.20444444444444	24800	11250	NA	NA
University of Connecticut	Storrs	CT	17450	2.2	42900	19500	1221	0.4769
Pitt Community College	Winterville	NC	7117	2.2	23100	10500	NA	NA
MCed Career College	Fresno	CA	976	2.2	20900	9500	NA	0.7078
University of Connecticut-Tri-Campus	Waterbury	CT	2456	2.2	42900	19500	1012	0.4769
University of Connecticut-Avery Point	Groton	CT	738	2.2	42900	19500	1006	0.4769
University of Connecticut-Stamford	Stamford	CT	1128	2.2	42900	19500	1002	0.4769
Neumont University	South Jordan	UT	341	2.19615384615385	57100	26000	NA	NA
Lafayette College	Easton	PA	2443	2.1953488372093	47200	21500	1292	0.4031
University of Illinois at Urbana-Champaign	Champaign	IL	31350	2.1948717948718	42800	19500	1296	0.6759
Mount Carmel College of Nursing	Columbus	OH	808	2.1948717948718	53500	24375	1030	0.7544
Asheville-Buncombe Technical Community College	Asheville	NC	6001	2.19364599092284	23200	10576	NA	NA
Clackamas Community College	Oregon City	OR	7883	2.19236792219566	26600	12133	NA	NA
Waukesha County Technical College	Pewaukee	WI	5955	2.19230769230769	28500	13000	NA	NA
Wood Tobe-Coburn School	New York	NY	617	2.19166666666667	26300	12000	NA	NA
Georgia Career Institute	Conyers	GA	744	2.19159663865546	16300	7437.5	NA	NA
CUNY College of Staten Island	Staten Island	NY	12805	2.19134152859433	28700	13097	1005	0.8995
Toni & Guy Hairdressing Academy-Carrollton	Carrollton	TX	219	2.19092331768388	22400	10224	NA	NA
United Education Institute-Huntington Park Campus	Huntington Park	CA	12317	2.18947368421053	20800	9500	NA	0.6387
Charter College-Canyon Country	Canyon Country	CA	1015	2.18947368421053	20800	9500	NA	NA
Lytles Redwood Empire Beauty College Inc	Santa Rosa	CA	120	2.18876843241021	21300	9731.5	NA	0.575
Milwaukee School of Engineering	Milwaukee	WI	2310	2.188	54700	25000	1209	0.6398
Remington College-Fort Worth Campus	Fort Worth	TX	574	2.18760004268488	20500	9371	NA	0.7297
Remington College-Houston Campus	Houston	TX	382	2.18760004268488	20500	9371	NA	0.7297
Remington College-North Houston Campus	Houston	TX	596	2.18760004268488	20500	9371	NA	0.7297
Remington College-Houston Southeast Campus	Webster	TX	365	2.18760004268488	20500	9371	NA	0.7297
Pennsylvania Institute of Technology	Media	PA	868	2.18723484491374	23200	10607	NA	NA
Big Bend Community College	Moses Lake	WA	1319	2.1851953018301	24000	10983	NA	NA
Rochester Community and Technical College	Rochester	MN	5381	2.18493661446682	29300	13410	NA	NA
South Central College	North Mankato	MN	3637	2.18476452289662	30200	13823	NA	NA
Seminole State College of Florida	Sanford	FL	17120	2.18344365168056	25400	11633	NA	NA
Ultimate Medical Academy	Clearwater	FL	450	2.18336297174471	22100	10122	NA	NA
Ultimate Medical Academy-Tampa	Tampa	FL	9290	2.18336297174471	22100	10122	NA	NA
Santa Fe College	Gainesville	FL	14225	2.18333333333333	26200	12000	NA	NA
Hibbing Community College-A Technical and Community College	Hibbing	MN	1361	2.18333333333333	26200	12000	NA	NA
Pellissippi State Community College	Knoxville	TN	9486	2.18292741051427	22900	10490.5	930	1
Gill-Tech Academy of Hair Design	Appleton	WI	177	2.18285714285714	19100	8750	NA	NA
Sinclair Community College	Dayton	OH	19051	2.18281036834925	22400	10262	NA	NA
Kaplan College-Dallas	Dallas	TX	290	2.18149106038457	19400	8893	NA	NA
Kaplan College-Arlington	Arlington	TX	525	2.18149106038457	19400	8893	NA	NA
Farmingdale State College	Farmingdale	NY	6753	2.18075801749271	37400	17150	1010	0.4134
Florida Atlantic University	Boca Raton	FL	23613	2.18064516129032	33800	15500	1067	0.3477
James Madison University	Harrisonburg	VA	17575	2.17894736842105	41400	19000	1178	0.5988
Universal Technical Institute of Texas Inc	Houston	TX	2334	2.17892050052917	35000	16063	NA	NA
Universal Technical Institute of Pennsylvania Inc	Exton	PA	1855	2.17892050052917	35000	16063	NA	NA
University of North Florida	Jacksonville	FL	14103	2.17777777777778	34300	15750	1140	0.495
Windward Community College	Kaneohe	HI	1967	2.17601301540495	21400	9834.5	NA	NA
Albany Technical College	Albany	GA	4666	2.17570269316712	18500	8503	NA	NA
University of California-Irvine	Irvine	CA	21994	2.17365269461078	36300	16700	1179	0.4521
Rob Roy Academy-Worcester	Worcester	MA	261	2.17360818959473	15500	7131	NA	NA
J Sargeant Reynolds Community College	Richmond	VA	11247	2.17007534983854	25200	11612.5	NA	NA
Cape Fear Community College	Wilmington	NC	8990	2.17	21700	10000	NA	NA
Salisbury University	Salisbury	MD	7758	2.16901408450704	38500	17750	1138	0.5276
College of the Redwoods	Eureka	CA	4640	2.16666666666667	19500	9000	NA	NA
University of California-San Diego	La Jolla	CA	23022	2.16533213037104	38400	17734	1268	0.3788
St Clair County Community College	Port Huron	MI	4053	2.16521739130435	24900	11500	NA	NA
Manhattan College	Riverdale	NY	3237	2.16363636363636	47600	22000	NA	NA
Itawamba Community College	Fulton	MS	6842	2.16190476190476	22700	10500	NA	NA
Lamar State College-Port Arthur	Port Arthur	TX	1582	2.16190476190476	22700	10500	NA	NA
Trinity Valley Community College	Athens	TX	5192	2.16165413533835	23000	10640	NA	NA
Vermilion Community College	Ely	MN	575	2.16153846153846	28100	13000	NA	NA
Northland Community and Technical College	Thief River Falls	MN	3096	2.16140350877193	30800	14250	NA	NA
SUNY at Binghamton	Vestal	NY	11828	2.16107948555766	41000	18972	1280	0.4007
Dorsey Business Schools-Madison Heights	Madison Heights	MI	269	2.16016231053825	18100	8379	NA	NA
Dorsey Business Schools-Southgate	Southgate	MI	203	2.16016231053825	18100	8379	NA	NA
Dorsey Business Schools-Wayne	Wayne	MI	177	2.16016231053825	18100	8379	NA	NA
Dorsey Business Schools-Roseville	Roseville	MI	426	2.16016231053825	18100	8379	NA	NA
Dorsey Business Schools-Farmington Hills	Farmington Hills	MI	111	2.16016231053825	18100	8379	NA	NA
Dorsey Business Schools-Roseville Culinary Academy	Roseville	MI	203	2.16016231053825	18100	8379	NA	NA
Dorsey Business Schools-Waterford Pontiac	Pontiac	MI	288	2.16016231053825	18100	8379	NA	NA
Dorsey Business Schools-Saginaw	Saginaw	MI	283	2.16016231053825	18100	8379	NA	NA
Haverford College	Haverford	PA	1193	2.16	32400	15000	1400	0.2507
Valley Forge Military College	Wayne	PA	294	2.15833333333333	25900	12000	NA	NA
Yuba College	Marysville	CA	6489	2.15795815532917	19700	9129	NA	NA
New York Automotive and Diesel Institute	Jamaica	NY	518	2.15789473684211	20500	9500	NA	NA
California Healing Arts College	Los Angeles	CA	107	2.15789473684211	20500	9500	NA	NA
California State University-Sacramento	Sacramento	CA	24741	2.15757575757576	35600	16500	954	0.7085
Anoka-Ramsey Community College	Coon Rapids	MN	7170	2.15574748964258	30700	14241	NA	NA
Praxis Institute	Miami	FL	426	2.15172413793103	15600	7250	NA	NA
Lucas Marc Academy	Richland	WA	128	2.15149491802062	14500	6739.5	NA	NA
Big Sandy Community and Technical College	Prestonsburg	KY	3198	2.15131989191436	20700	9622	NA	NA
State Fair Community College	Sedalia	MO	4509	2.14814814814815	23200	10800	NA	NA
Carteret Community College	Morehead City	NC	1593	2.14689265536723	19000	8850	NA	NA
Ohio Technical College	Cleveland	OH	1107	2.14652014652015	29300	13650	NA	NA
Ohio Technical College DBA PowerSport Institute LC	North Randall	OH	305	2.14652014652015	29300	13650	NA	NA
YTI Career Institute-York	York	PA	2172	2.14615384615385	27900	13000	NA	NA
Tennessee Technological University	Cookeville	TN	9479	2.14551607445008	31700	14775	1074	0.971
Capital Community College	Hartford	CT	3950	2.14468085106383	25200	11750	NA	NA
Prairie State College	Chicago Heights	IL	5041	2.14432989690722	20800	9700	NA	NA
Glen Oaks Community College	Centreville	MI	873	2.14285714285714	22500	10500	NA	NA
Fortis Institute-Forty Fort	Forty Fort	PA	521	2.14277258198177	18100	8447	NA	NA
Broome Community College	Binghamton	NY	5628	2.14231785579464	22700	10596	NA	NA
Hamilton College	Clinton	NY	1843	2.14117647058824	36400	17000	1376	0.2737
Blue Ridge Community and Technical College	Martinsburg	WV	1916	2.14051552355853	33300	15557	NA	NA
Florida Gulf Coast University	Fort Myers	FL	11160	2.13939393939394	35300	16500	1016	0.679
University of Georgia	Athens	GA	26177	2.13913043478261	36900	17250	1225	0.5927
Abraham Baldwin Agricultural College	Tifton	GA	3159	2.13877551020408	26200	12250	930	0.6941
Connecticut Center for Massage Therapy-Newington	Newington	CT	392	2.13846153846154	27800	13000	NA	NA
Connecticut Center for Massage Therapy-Westport	Westport	CT	203	2.13846153846154	27800	13000	NA	NA
Connecticut Center for Massage Therapy-Groton	Groton	CT	142	2.13846153846154	27800	13000	NA	NA
Great Basin College	Elko	NV	2733	2.13834440304552	26400	12346	NA	NA
Le Cordon Bleu College of Culinary Arts-Austin	Austin	TX	1037	2.13826910074375	25300	11832	NA	NA
Le Cordon Bleu College of Culinary Arts-Sacramento	Sacramento	CA	645	2.13826910074375	25300	11832	NA	NA
Le Cordon Bleu College of Culinary Arts-Seattle	Tukwila	WA	459	2.13826910074375	25300	11832	NA	NA
Le Cordon Bleu College of Culinary Arts-Dallas	Dallas	TX	1256	2.13826910074375	25300	11832	NA	NA
Le Cordon Bleu College of Culinary Arts-St. Louis	St Peters	MO	461	2.13826910074375	25300	11832	NA	NA
Automotive Training Center	Exton	PA	394	2.13825237760899	33500	15667	NA	NA
Automotive Training Center	Warminster	PA	390	2.13825237760899	33500	15667	NA	NA
University of San Francisco	San Francisco	CA	5977	2.13777777777778	48100	22500	1142	0.5797
Milan Institute-Visalia	Visalia	CA	321	2.13684210526316	20300	9500	NA	NA
Milan Institute-Sparks	Sparks	NV	364	2.13684210526316	20300	9500	NA	NA
Minnesota State Community and Technical College	Fergus Falls	MN	5470	2.13610235490451	28800	13482.5	NA	NA
Concorde Career College-Memphis	Memphis	TN	1105	2.13464696223317	18200	8526	NA	1
Kaplan Career Institute	Broomall	PA	678	2.1344377190188	20100	9417	NA	NA
New Mexico Institute of Mining and Technology	Socorro	NM	1303	2.13339725534847	35600	16687	1181	0.7042
College of Southern Idaho	Twin Falls	ID	5909	2.13333333333333	22400	10500	NA	NA
Hazard Community and Technical College	Hazard	KY	2702	2.13333333333333	19200	9000	NA	NA
University of Nevada-Reno	Reno	NV	14415	2.13333333333333	35200	16500	1061	0.8766
The College of New Jersey	Ewing	NJ	6397	2.13333333333333	44800	21000	1226	0.464
Chapman University	Orange	CA	5265	2.13322497904868	42000	19688.5	1208	0.4485
Lincoln College of Technology-Columbia	Columbia	MD	1095	2.1324354657688	30400	14256	NA	NA
Mercy College of Health Sciences	Des Moines	IA	820	2.13	42600	20000	NA	0.5483
Eastern Wyoming College	Torrington	WY	796	2.13	21300	10000	NA	NA
Drexel University	Philadelphia	PA	14727	2.12916666666667	51100	24000	1205	0.575
Sanford-Brown Institute-Iselin	Iselin	NJ	1331	2.12783505154639	25800	12125	NA	NA
Sanford-Brown Institute-Jacksonville	Jacksonville	FL	776	2.12783505154639	25800	12125	NA	NA
South Arkansas Community College	El Dorado	AR	1429	2.12775589660012	23500	11044.5	NA	NA
Mesabi Range Community and Technical College	Virginia	MN	1081	2.125	25500	12000	NA	NA
Southeastern Community College	West Burlington	IA	3196	2.12460522538042	22200	10449	NA	NA
Wake Forest University	Winston Salem	NC	4768	2.12272607749863	44400	20916.5	NA	0.3985
Blue Sky School of Professional Massage and Therapeutic Bodywork	Grafton	WI	184	2.12127943136384	19100	9004	NA	NA
Park University	Parkville	MO	10211	2.12014134275618	38400	18112	1030	0.7554
Continental School of Beauty Culture-Buffalo	Buffalo	NY	121	2.12	15900	7500	NA	NA
Continental School of Beauty Culture-West Seneca	West Seneca	NY	129	2.12	15900	7500	NA	NA
Loyola Marymount University	Los Angeles	CA	5951	2.11794871794872	41300	19500	1188	0.5344
Austin Community College District	Austin	TX	36264	2.11764705882353	27000	12750	NA	NA
